CPUE CALL CLLL Survey surveyCALL surveyCLLL surveynosexCLLL negpen Priorlike f 
0 -396.132 0 9.6822 -252.172 0 0 0 9.32177 -629.301
0 -395.322 0 7.51491 -252.678 0 0 0 9.71489 -630.77
0 -398.691 0 7.93822 -251.258 0 0 0 10.4556 -631.555
0 -396.973 0 6.2356 -249.717 0 0 0 8.86201 -631.593
0 -396.687 0 6.67517 -253.578 0 0 0 7.31749 -636.273
0 -395.513 0 8.67406 -251.054 0 0 0 8.8893 -629.004
0 -393.084 0 9.05584 -251.027 0 0 0 7.15776 -627.898
0 -394.731 0 8.1086 -247.839 0 0 0 7.18756 -627.274
0 -389.131 0 7.91496 -250.516 0 0 0 8.39807 -623.334
0 -399.478 0 8.26771 -249.943 0 0 0 8.93955 -632.214
0 -394.016 0 7.83777 -249.636 0 0 0 8.38677 -627.427
0 -392.66 0 5.61379 -249.614 0 0 0 7.54956 -629.111
0 -400.137 0 7.50359 -250.35 0 0 0 8.62097 -634.362
0 -397.48 0 8.84586 -249.302 0 0 0 6.80396 -631.133
0 -398.311 0 9.94855 -247.671 0 0 0 7.59377 -628.44
0 -398.689 0 7.95768 -248.669 0 0 0 8.35264 -631.047
0 -400.822 0 7.16624 -247.124 0 0 0 7.42118 -633.358
0 -395.246 0 6.84197 -248.478 0 0 0 8.47115 -628.411
0 -400.714 0 7.13913 -248.1 0 0 0 7.6063 -634.069
0 -398.347 0 7.31137 -247.155 0 0 0 7.05511 -631.136
0 -392.938 0 7.15553 -248.919 0 0 0 6.65656 -628.045
0 -395.258 0 6.72451 -249.474 0 0 0 6.19946 -631.808
0 -398.853 0 7.43742 -248.29 0 0 0 5.96112 -633.745
0 -402.511 0 7.87035 -248.476 0 0 0 5.96358 -637.153
0 -395.757 0 8.45481 -247.557 0 0 0 5.87582 -628.983
0 -390.468 0 9.72804 -251.636 0 0 0 7.10979 -625.266
0 -386.695 0 7.24987 -251.172 0 0 0 7.43384 -623.183
0 -388.734 0 7.26114 -251.133 0 0 0 9.56203 -623.044
0 -393.514 0 6.21992 -243.618 0 0 0 6.53165 -624.38
0 -399.057 0 6.28828 -242.325 0 0 0 8.02515 -627.068
0 -400.833 0 7.03438 -248.358 0 0 0 9.70738 -632.45
0 -396.537 0 6.64205 -249.099 0 0 0 8.17753 -630.817
0 -392.255 0 6.72994 -248.382 0 0 0 9.5715 -624.336
0 -394.622 0 6.7012 -244.195 0 0 0 6.35767 -625.757
0 -392.849 0 6.66384 -245.223 0 0 0 6.9254 -624.483
0 -383.182 0 5.80203 -247.621 0 0 0 8.8484 -616.153
0 -389.663 0 7.08768 -248.097 0 0 0 8.96412 -621.708
0 -395.063 0 7.01844 -247.345 0 0 0 8.85194 -626.538
0 -394.055 0 6.72664 -251.001 0 0 0 8.37777 -629.952
0 -397.744 0 7.7638 -252.035 0 0 0 8.62406 -633.391
0 -393.817 0 6.08066 -250.1 0 0 0 8.87491 -628.961
0 -396.654 0 8.26607 -249.325 0 0 0 9.21495 -628.498
0 -393.336 0 7.79772 -250.213 0 0 0 10.4981 -625.253
0 -393.045 0 6.50735 -247.798 0 0 0 9.36727 -624.969
0 -392.41 0 6.20195 -245.251 0 0 0 8.13328 -623.325
0 -389.967 0 7.3104 -243.364 0 0 0 8.35426 -617.666
0 -391.215 0 5.62283 -244.803 0 0 0 6.83103 -623.565
0 -388.945 0 6.66057 -245.395 0 0 0 6.75075 -620.929
0 -396.386 0 7.29011 -247.272 0 0 0 8.1181 -628.25
0 -397.359 0 6.7804 -246.801 0 0 0 6.47403 -630.906
0 -394.593 0 8.08701 -248.602 0 0 0 5.48674 -629.621
0 -402.405 0 7.13901 -249.583 0 0 0 8.26722 -636.583
0 -396.774 0 7.7642 -246.37 0 0 0 7.3218 -628.058
0 -403.037 0 7.7085 -246.674 0 0 0 6.73542 -635.268
0 -401.337 0 7.77173 -246.572 0 0 0 5.98719 -634.15
0 -401.596 0 7.5831 -247.447 0 0 0 6.88354 -634.576
0 -402.364 0 7.90428 -248.994 0 0 0 7.86033 -635.593
0 -400.381 0 8.1965 -248.024 0 0 0 7.39807 -632.811
0 -398.215 0 8.2885 -249.695 0 0 0 7.80619 -631.815
0 -398.834 0 7.47138 -252.307 0 0 0 8.44321 -635.227
0 -398.351 0 10.6233 -247.599 0 0 0 6.28544 -629.041
0 -398.331 0 9.10978 -249.934 0 0 0 9.30709 -629.848
0 -400.248 0 8.74829 -247.192 0 0 0 8.71565 -629.976
0 -403.138 0 6.85612 -249.477 0 0 0 7.72858 -638.03
0 -399.914 0 8.04693 -254.009 0 0 0 7.77225 -638.104
0 -401.628 0 6.89231 -250.425 0 0 0 6.58907 -638.572
0 -403.808 0 8.25741 -251.401 0 0 0 8.08142 -638.87
0 -393.28 0 6.57055 -248.393 0 0 0 8.68856 -626.413
0 -396.203 0 7.13538 -251.808 0 0 0 8.51213 -632.363
0 -391.024 0 6.62881 -250.884 0 0 0 7.03897 -628.24
0 -392.308 0 7.50502 -250.852 0 0 0 9.17063 -626.485
0 -393.436 0 6.69181 -248.846 0 0 0 8.1026 -627.488
0 -392.64 0 5.81556 -247.141 0 0 0 7.48041 -626.484
0 -397.81 0 6.93662 -250.142 0 0 0 7.04508 -633.97
0 -399.193 0 5.36828 -251.068 0 0 0 9.12 -635.773
0 -399.208 0 6.76731 -246.349 0 0 0 8.82172 -629.968
0 -402.882 0 7.358 -248.447 0 0 0 6.37725 -637.594
0 -401.693 0 6.70904 -248.821 0 0 0 7.24096 -636.564
0 -400.813 0 6.1657 -249.035 0 0 0 7.99679 -635.685
0 -393.02 0 6.21591 -249.528 0 0 0 11.2077 -625.124
0 -399.265 0 7.01948 -249.71 0 0 0 11.0359 -630.92
0 -397.062 0 7.36104 -248.936 0 0 0 10.9813 -627.656
0 -399.915 0 7.48747 -248.521 0 0 0 8.7831 -632.165
0 -398.701 0 7.09768 -244.718 0 0 0 8.86677 -627.454
0 -401.148 0 8.53778 -248.407 0 0 0 9.84899 -631.169
0 -402.749 0 10.0454 -247.593 0 0 0 8.58165 -631.715
0 -407.914 0 8.65564 -247.972 0 0 0 6.76756 -640.463
0 -398.664 0 10.0096 -249.735 0 0 0 7.94615 -630.443
0 -402.434 0 8.57757 -251.038 0 0 0 7.40518 -637.49
0 -402.42 0 8.00954 -251.801 0 0 0 6.38088 -639.831
0 -401.873 0 7.48337 -249.673 0 0 0 6.70741 -637.355
0 -403.36 0 9.08156 -248.719 0 0 0 6.04947 -636.948
0 -400.638 0 9.67662 -249.67 0 0 0 6.83298 -633.798
0 -398.843 0 7.7749 -251.877 0 0 0 10.2122 -632.733
0 -402.256 0 9.61374 -250.33 0 0 0 9.93376 -633.039
0 -401.35 0 11.9218 -250.201 0 0 0 8.15382 -631.475
0 -402.146 0 8.4298 -250.053 0 0 0 9.02605 -634.744
0 -399.116 0 8.04646 -249.705 0 0 0 5.80724 -634.967
0 -400.297 0 7.37038 -247.378 0 0 0 6.67345 -633.631
0 -395.777 0 6.83261 -246.045 0 0 0 6.58865 -628.401
0 -394.432 0 10.07 -245.788 0 0 0 7.33991 -622.81
0 -398.565 0 8.73146 -246.014 0 0 0 6.98013 -628.868
0 -400.849 0 8.39007 -246.99 0 0 0 9.07377 -630.375
0 -402.977 0 7.86339 -246.217 0 0 0 5.9525 -635.378
0 -399.723 0 6.88295 -244.577 0 0 0 7.06029 -630.357
0 -397.863 0 8.61275 -244.191 0 0 0 8.731 -624.71
0 -401.326 0 8.5783 -245.265 0 0 0 6.68648 -631.326
0 -402.631 0 11.802 -244.879 0 0 0 6.03303 -629.676
0 -397.836 0 9.85435 -246.629 0 0 0 6.25083 -628.359
0 -394.076 0 8.01169 -243.906 0 0 0 5.29698 -624.673
0 -397.026 0 7.0916 -244.92 0 0 0 6.50654 -628.347
0 -397.539 0 7.40713 -246.079 0 0 0 5.01037 -631.2
0 -389.471 0 7.7411 -250.14 0 0 0 6.64694 -625.223
0 -397.903 0 8.14911 -249.954 0 0 0 6.73202 -632.976
0 -397.715 0 8.67629 -247.467 0 0 0 6.56167 -629.944
0 -397.38 0 7.57922 -248.938 0 0 0 6.94576 -631.793
0 -401.723 0 7.85202 -247.722 0 0 0 6.82807 -634.765
0 -395.707 0 7.57568 -244.442 0 0 0 6.0609 -626.512
0 -393.335 0 6.18519 -243.25 0 0 0 7.77033 -622.629
0 -393.38 0 6.89991 -241.258 0 0 0 6.98134 -620.757
0 -395.098 0 7.32536 -240.466 0 0 0 6.16235 -622.077
0 -395.809 0 8.72124 -240.103 0 0 0 6.65373 -620.537
0 -400.509 0 6.60314 -246.529 0 0 0 6.57198 -633.863
0 -395.982 0 5.97036 -246.132 0 0 0 7.18724 -628.957
0 -401.099 0 6.55257 -244.003 0 0 0 7.66697 -630.882
0 -400.617 0 6.98389 -244.474 0 0 0 9.6024 -628.504
0 -395.363 0 6.48347 -247.06 0 0 0 9.03842 -626.902
0 -396.804 0 6.82485 -246.064 0 0 0 10.0594 -625.984
0 -397.164 0 6.68632 -248.09 0 0 0 7.29718 -631.27
0 -396.082 0 7.10445 -246.79 0 0 0 7.23908 -628.529
0 -399.065 0 6.82763 -248.607 0 0 0 7.62369 -633.22
0 -395.848 0 6.11731 -249.455 0 0 0 7.76087 -631.425
0 -396.857 0 5.89353 -249.092 0 0 0 10.2464 -629.81
0 -399.11 0 5.97858 -245.1 0 0 0 9.09631 -629.135
0 -399.245 0 7.26138 -247.883 0 0 0 9.54324 -630.323
0 -400.927 0 7.34365 -252.98 0 0 0 7.16249 -639.401
0 -401.505 0 7.09195 -253.078 0 0 0 7.49912 -639.992
0 -394.595 0 6.84639 -249.04 0 0 0 8.24585 -628.543
0 -399.538 0 6.89126 -250.938 0 0 0 9.04893 -634.537
0 -398.274 0 6.51818 -250.513 0 0 0 9.62186 -632.646
0 -401.544 0 8.42034 -246.858 0 0 0 8.19707 -631.784
0 -399.268 0 5.59953 -242.911 0 0 0 7.92832 -628.65
0 -403.078 0 8.42652 -245.591 0 0 0 8.85667 -631.386
0 -399.282 0 5.418 -243.85 0 0 0 9.51112 -628.202
0 -402.007 0 7.20428 -247.794 0 0 0 9.76898 -632.828
0 -397.806 0 7.05454 -244.91 0 0 0 9.24596 -626.416
0 -400.828 0 7.17099 -251.372 0 0 0 10.7369 -634.292
0 -406.296 0 7.8299 -250.678 0 0 0 8.65156 -640.493
0 -399.238 0 7.6138 -252.452 0 0 0 9.56378 -634.511
0 -393.821 0 7.32385 -250.716 0 0 0 9.49363 -627.719
0 -399.274 0 6.85966 -249.584 0 0 0 8.02241 -633.976
0 -398.199 0 6.58659 -251.906 0 0 0 8.6744 -634.844
0 -399.235 0 7.27919 -250.546 0 0 0 5.82566 -636.677
0 -397.315 0 7.94387 -246.71 0 0 0 4.95334 -631.128
0 -399.276 0 9.15145 -245.333 0 0 0 5.55435 -629.903
0 -396.943 0 8.04969 -243.189 0 0 0 6.31504 -625.767
0 -395.877 0 8.70867 -243.852 0 0 0 6.8593 -624.161
0 -395.632 0 8.11441 -249.641 0 0 0 7.24874 -629.91
0 -403.084 0 8.80209 -250.284 0 0 0 6.76406 -637.802
0 -398.731 0 7.24901 -247.543 0 0 0 8.07196 -630.953
0 -397.04 0 8.69193 -245.392 0 0 0 8.32205 -625.418
0 -398.02 0 6.76485 -244.849 0 0 0 10.0851 -626.02
0 -398.196 0 8.00397 -249.39 0 0 0 8.7089 -630.873
0 -404.178 0 7.14061 -247.424 0 0 0 6.61279 -637.849
0 -401.588 0 8.61908 -246.73 0 0 0 6.95877 -632.739
0 -403.663 0 8.75582 -250.264 0 0 0 9.16972 -636.002
0 -401.465 0 7.94869 -249.883 0 0 0 10.399 -633.001
0 -400.552 0 6.28112 -245.95 0 0 0 8.95454 -631.266
0 -397.682 0 5.55783 -247.039 0 0 0 6.37437 -632.789
0 -394.562 0 7.75437 -247.238 0 0 0 6.75293 -627.293
0 -399.079 0 7.96006 -248.966 0 0 0 7.92016 -632.165
0 -397.093 0 9.85024 -251.114 0 0 0 9.12678 -629.23
0 -404.075 0 6.71732 -249.939 0 0 0 9.68689 -637.61
0 -399.722 0 6.56435 -251.801 0 0 0 10.6151 -634.344
0 -401.213 0 6.79158 -249.923 0 0 0 8.48173 -635.863
0 -402.047 0 7.79146 -246.92 0 0 0 8.56093 -632.614
0 -398.981 0 7.3235 -246.239 0 0 0 10.3243 -627.572
0 -399.448 0 7.78592 -249.842 0 0 0 10.3188 -631.185
0 -395.711 0 7.8619 -245.505 0 0 0 9.97465 -623.379
0 -397.021 0 8.27407 -249.08 0 0 0 8.83024 -628.996
0 -395.934 0 8.06319 -248.664 0 0 0 8.21097 -628.324
0 -397.746 0 8.61001 -249.914 0 0 0 6.98139 -632.069
0 -399.683 0 8.50814 -247.984 0 0 0 7.37038 -631.788
0 -396.888 0 8.82694 -250.163 0 0 0 6.72737 -631.496
0 -399.591 0 7.07051 -251.94 0 0 0 8.19809 -636.262
0 -396.959 0 7.76797 -251.762 0 0 0 7.37545 -633.578
0 -397.146 0 8.39533 -250.771 0 0 0 7.81284 -631.709
0 -400.969 0 7.68789 -248.089 0 0 0 8.74849 -632.621
0 -398.992 0 6.56419 -245.382 0 0 0 7.35203 -630.458
0 -398.103 0 8.024 -244.648 0 0 0 6.13314 -628.594
0 -393.492 0 5.64069 -242.599 0 0 0 5.92648 -624.524
0 -391.906 0 7.33222 -240.954 0 0 0 6.76041 -618.768
0 -396.242 0 8.08748 -240.504 0 0 0 6.36244 -622.296
0 -400.816 0 7.70508 -246.043 0 0 0 6.33345 -632.821
0 -402.561 0 8.86823 -246.623 0 0 0 6.54191 -633.774
0 -404.902 0 6.84738 -248.698 0 0 0 7.41086 -639.342
0 -396.643 0 7.96338 -251.066 0 0 0 9.36086 -630.385
0 -398.438 0 6.78326 -248.449 0 0 0 8.24201 -631.861
0 -401.085 0 7.62654 -250.258 0 0 0 6.84813 -636.868
0 -400.778 0 8.1823 -250.815 0 0 0 7.40101 -636.01
0 -396.405 0 8.47816 -250.096 0 0 0 7.81568 -630.207
0 -394.751 0 7.45005 -250.035 0 0 0 7.91329 -629.423
0 -399.804 0 9.08385 -251.44 0 0 0 9.06378 -633.097
0 -401.638 0 7.64117 -254.179 0 0 0 9.94818 -638.227
0 -403.312 0 8.07303 -248.846 0 0 0 8.46318 -635.622
0 -400.625 0 6.5586 -246.972 0 0 0 10.8916 -630.147
0 -400.873 0 7.01038 -248.937 0 0 0 8.76672 -634.032
0 -398.991 0 7.4607 -249.197 0 0 0 9.56405 -631.164
0 -398.858 0 8.33056 -248.672 0 0 0 10.2288 -628.97
0 -397.74 0 8.75143 -252.134 0 0 0 8.69361 -632.428
0 -396.69 0 7.05535 -252.176 0 0 0 7.42279 -634.387
0 -401.404 0 8.85406 -252.718 0 0 0 8.84142 -636.427
0 -403.516 0 7.20966 -249.047 0 0 0 8.10112 -637.252
0 -402.188 0 9.05205 -248.313 0 0 0 7.0188 -634.429
0 -401.192 0 9.14367 -252.861 0 0 0 6.91751 -637.991
0 -396.026 0 8.83972 -248.668 0 0 0 7.16202 -628.692
0 -394.513 0 11.0129 -246.576 0 0 0 5.85269 -624.223
0 -397.524 0 11.0233 -243.819 0 0 0 6.59983 -623.72
0 -399.909 0 9.1095 -249.095 0 0 0 5.86277 -634.031
0 -399.336 0 10.4723 -248.555 0 0 0 8.96265 -628.456
0 -397.911 0 8.9465 -248.931 0 0 0 8.29157 -629.604
0 -397.089 0 6.6711 -253.787 0 0 0 9.47281 -634.733
0 -393.922 0 8.78942 -252.384 0 0 0 7.74681 -629.77
0 -397.611 0 9.25944 -247.233 0 0 0 6.72937 -628.855
0 -393.463 0 8.68343 -250.346 0 0 0 7.09452 -628.031
0 -394.878 0 8.39621 -250.701 0 0 0 6.00224 -631.181
0 -392.587 0 8.7913 -247.661 0 0 0 6.42363 -625.034
0 -394.778 0 8.50607 -250.529 0 0 0 7.32718 -629.473
0 -399.48 0 12.5955 -247.613 0 0 0 6.15633 -628.341
0 -400.252 0 11.1331 -248.188 0 0 0 6.9104 -630.396
0 -396.947 0 10.1709 -250.9 0 0 0 8.70511 -628.971
0 -398.355 0 7.79757 -251.502 0 0 0 9.4525 -632.607
0 -399.89 0 8.25565 -251.967 0 0 0 8.96146 -634.64
0 -400.659 0 7.2698 -248.654 0 0 0 9.11881 -632.924
0 -399.405 0 8.08717 -249.373 0 0 0 7.47836 -633.212
0 -403.067 0 7.25264 -250.833 0 0 0 9.09828 -637.549
0 -395.686 0 5.74722 -248.357 0 0 0 10.1208 -628.175
0 -391.918 0 5.42708 -249.772 0 0 0 8.14252 -628.121
0 -397.063 0 5.46253 -251.542 0 0 0 8.49468 -634.648
0 -398.465 0 6.40743 -249.187 0 0 0 7.15731 -634.087
0 -399.824 0 6.49344 -249.747 0 0 0 7.78315 -635.295
0 -401.538 0 7.29698 -247.712 0 0 0 8.11702 -633.836
0 -396.854 0 6.38098 -249.318 0 0 0 7.12261 -632.669
0 -397.371 0 7.27158 -251.314 0 0 0 6.6479 -634.765
0 -394.701 0 6.82453 -248.859 0 0 0 6.54196 -630.193
0 -398.634 0 7.82117 -249.861 0 0 0 6.4915 -634.182
0 -396.73 0 7.57918 -247.862 0 0 0 7.09612 -629.916
0 -392.544 0 7.09917 -248.69 0 0 0 6.30852 -627.826
0 -396.411 0 6.83933 -248.679 0 0 0 7.21661 -631.034
0 -396.437 0 6.41232 -246.162 0 0 0 7.15405 -629.033
0 -391.182 0 6.71011 -248.686 0 0 0 9.35527 -623.802
0 -390.853 0 7.95372 -249.026 0 0 0 8.35478 -623.571
0 -397.325 0 8.22999 -249.011 0 0 0 9.41877 -628.687
0 -390.481 0 6.74823 -249.04 0 0 0 9.73664 -623.037
0 -398.347 0 7.12316 -252.16 0 0 0 7.55606 -635.828
0 -397.345 0 6.98663 -251.159 0 0 0 6.89997 -634.618
0 -393.518 0 7.02761 -252.232 0 0 0 8.19826 -630.524
0 -396.39 0 8.32944 -248.392 0 0 0 7.19694 -629.256
0 -395.973 0 7.16944 -247.067 0 0 0 7.85838 -628.012
0 -397.266 0 6.3157 -248.787 0 0 0 6.50427 -633.233
0 -397.215 0 5.62794 -248.601 0 0 0 6.94027 -633.247
0 -392.694 0 5.71716 -249.223 0 0 0 7.74009 -628.459
0 -397.358 0 5.04186 -247.2 0 0 0 6.87996 -632.636
0 -396.397 0 5.85844 -249.385 0 0 0 6.54797 -633.375
0 -395.921 0 7.32786 -248.065 0 0 0 8.36975 -628.289
0 -394.946 0 6.09046 -246.243 0 0 0 7.64742 -627.451
0 -400.373 0 7.83401 -248.906 0 0 0 7.3711 -634.074
0 -398.418 0 6.38928 -247.008 0 0 0 7.88676 -631.15
0 -399.297 0 8.59893 -247.238 0 0 0 8.39919 -629.537
0 -399.355 0 7.33676 -247.132 0 0 0 9.63329 -629.516
0 -399.785 0 8.06716 -249.481 0 0 0 8.11963 -633.079
0 -402.207 0 7.14877 -251.584 0 0 0 7.34321 -639.299
0 -398.899 0 9.45428 -250.176 0 0 0 7.69771 -631.923
0 -397.252 0 7.97772 -249.954 0 0 0 6.8007 -632.427
0 -394.955 0 8.45985 -249.018 0 0 0 7.07331 -628.439
0 -398.1 0 8.54917 -247.406 0 0 0 6.4196 -630.538
0 -399.891 0 8.01107 -248.012 0 0 0 6.92897 -632.963
0 -397.341 0 6.97432 -247.329 0 0 0 6.68755 -631.008
0 -393.841 0 7.75574 -251.729 0 0 0 6.48044 -631.333
0 -397.886 0 8.5836 -250.612 0 0 0 6.5737 -633.341
0 -389.968 0 8.3205 -253.217 0 0 0 7.47207 -627.393
0 -396.246 0 9.80835 -251.101 0 0 0 7.29303 -630.246
0 -398.198 0 7.30956 -252.437 0 0 0 8.36077 -634.964
0 -394.602 0 8.29707 -251.616 0 0 0 8.58205 -629.339
0 -399.109 0 8.6418 -249.844 0 0 0 5.99283 -634.318
0 -396.264 0 9.2249 -248.449 0 0 0 5.73418 -629.754
0 -386.627 0 9.24505 -249.414 0 0 0 6.52605 -620.27
0 -393.746 0 7.13226 -250.442 0 0 0 6.20069 -630.855
0 -395.151 0 7.06995 -247.938 0 0 0 6.48836 -629.531
0 -395.6 0 6.02765 -252.747 0 0 0 6.87411 -635.445
0 -395.038 0 6.14524 -251.781 0 0 0 8.38379 -632.289
0 -395.545 0 7.24741 -251.557 0 0 0 6.83337 -633.021
0 -398.307 0 8.74208 -250.666 0 0 0 7.69209 -632.539
0 -403.135 0 7.22759 -251.548 0 0 0 8.22599 -639.23
0 -402.946 0 7.68311 -250.573 0 0 0 6.97756 -638.858
