CPUE CALL CLLL Survey surveyCALL surveyCLLL surveynosexCLLL negpen Priorlike f 
0 -401.247 0 7.15861 -245.045 0 0 0 6.33711 -632.796
0 -400.207 0 6.97696 -245.38 0 0 0 8.52615 -630.083
0 -394.865 0 5.72035 -249.664 0 0 0 7.68681 -631.122
0 -401.395 0 7.21664 -249.1 0 0 0 7.72986 -635.549
0 -398.607 0 7.37724 -248.299 0 0 0 8.65651 -630.872
0 -397.267 0 7.61116 -250.771 0 0 0 9.2248 -631.203
0 -399.391 0 7.35317 -250.607 0 0 0 8.53936 -634.105
0 -398.135 0 7.14638 -248.04 0 0 0 7.3039 -631.725
0 -398.255 0 6.99398 -248.372 0 0 0 7.36871 -632.264
0 -402.794 0 7.69173 -247.507 0 0 0 7.95206 -634.658
0 -400.48 0 8.25323 -249.077 0 0 0 7.25206 -634.052
0 -399.324 0 8.43522 -246.509 0 0 0 6.93432 -630.463
0 -393.161 0 6.20265 -245.564 0 0 0 7.82292 -624.7
0 -393.097 0 6.32808 -249.704 0 0 0 8.74642 -627.726
0 -384.817 0 5.2202 -246.844 0 0 0 8.8611 -617.58
0 -388.215 0 6.69033 -251.274 0 0 0 8.1006 -624.698
0 -387.726 0 7.24579 -249.826 0 0 0 8.25558 -622.05
0 -393.012 0 6.90582 -249.023 0 0 0 8.03842 -627.09
0 -399.723 0 9.06983 -246.838 0 0 0 7.05322 -630.438
0 -398.685 0 7.75406 -249.551 0 0 0 6.58916 -633.893
0 -394.093 0 5.62933 -248.612 0 0 0 6.85186 -630.224
0 -400.464 0 7.04845 -245.901 0 0 0 7.98206 -631.334
0 -397.303 0 6.60535 -247.644 0 0 0 9.09216 -629.249
0 -399.473 0 6.44534 -250.42 0 0 0 7.92281 -635.524
0 -402.701 0 7.76348 -247.818 0 0 0 8.36542 -634.39
0 -401.592 0 7.19265 -247.89 0 0 0 7.00984 -635.279
0 -401.358 0 7.20777 -246.868 0 0 0 7.57759 -633.44
0 -398.984 0 6.74707 -245.496 0 0 0 6.73547 -630.997
0 -402.474 0 9.60513 -248.266 0 0 0 7.39901 -633.736
0 -400.778 0 7.46176 -246.909 0 0 0 10.4269 -629.799
0 -397.877 0 10.1754 -251.825 0 0 0 7.19418 -632.332
0 -397.945 0 9.6918 -252.942 0 0 0 6.56395 -634.631
0 -393.515 0 7.7227 -251.55 0 0 0 7.28676 -630.055
0 -388.755 0 8.09399 -249.014 0 0 0 6.93689 -622.738
0 -398.118 0 14.815 -243.551 0 0 0 8.23489 -618.619
0 -387.164 0 9.99722 -246.775 0 0 0 8.31253 -615.628
0 -393.071 0 8.61482 -246.503 0 0 0 8.40972 -622.55
0 -391.749 0 7.6821 -242.76 0 0 0 7.21226 -619.615
0 -398.903 0 8.84103 -245.043 0 0 0 8.34617 -626.759
0 -400.714 0 7.0887 -248.592 0 0 0 8.71779 -633.499
0 -399.678 0 7.07163 -250.746 0 0 0 7.1854 -636.167
0 -396.636 0 7.27784 -249.819 0 0 0 6.05251 -633.125
0 -391.723 0 6.8618 -248.176 0 0 0 5.96225 -627.075
0 -397.317 0 7.906 -247 0 0 0 5.77684 -630.633
0 -403.722 0 8.13691 -248.278 0 0 0 7.55422 -636.309
0 -394.096 0 7.63565 -250.373 0 0 0 6.86246 -629.971
0 -394.081 0 6.58928 -251.169 0 0 0 9.81738 -628.843
0 -389.57 0 7.63588 -247.856 0 0 0 7.10257 -622.687
0 -392.014 0 8.23668 -246.874 0 0 0 7.74522 -622.907
0 -395.488 0 9.19254 -247.694 0 0 0 6.8773 -627.112
0 -395.66 0 8.2972 -244.782 0 0 0 8.36445 -623.781
0 -389.61 0 8.66453 -245.084 0 0 0 9.77413 -616.255
0 -393.367 0 7.73177 -245.226 0 0 0 9.27161 -621.589
0 -399.093 0 9.22396 -246.872 0 0 0 8.74425 -627.997
0 -402.953 0 7.01371 -250.514 0 0 0 8.30514 -638.148
0 -400.614 0 6.11808 -248.85 0 0 0 7.79304 -635.553
0 -396.468 0 5.96122 -245.955 0 0 0 8.37133 -628.091
0 -400.184 0 6.66814 -247.696 0 0 0 7.45077 -633.761
0 -398.455 0 6.13719 -247.735 0 0 0 7.1616 -632.891
0 -396.609 0 6.15892 -248.466 0 0 0 7.98042 -630.936
0 -396.577 0 8.10274 -245.248 0 0 0 10.7209 -623.001
0 -399.888 0 6.34246 -247.668 0 0 0 10.7403 -630.473
0 -403.798 0 7.34665 -245.23 0 0 0 9.44649 -632.234
0 -402.684 0 8.17637 -242.957 0 0 0 7.59147 -629.873
0 -401.12 0 7.35794 -251.235 0 0 0 6.67347 -638.323
0 -399.673 0 8.53801 -251.963 0 0 0 6.46233 -636.635
0 -397.621 0 9.20948 -251.323 0 0 0 6.82983 -632.905
0 -398.153 0 7.85374 -252.469 0 0 0 7.4751 -635.293
0 -396.28 0 7.0567 -250.293 0 0 0 9.27896 -630.238
0 -402.258 0 6.8273 -248.223 0 0 0 10.54 -633.114
0 -402.34 0 8.02073 -250.079 0 0 0 8.56883 -635.83
0 -397.514 0 9.1457 -250.401 0 0 0 10.8485 -627.921
0 -403.128 0 6.42386 -250.923 0 0 0 9.42061 -638.206
0 -402.392 0 6.87269 -251.608 0 0 0 8.70649 -638.421
0 -397.443 0 5.92004 -250.97 0 0 0 7.31204 -635.182
0 -397.269 0 6.64826 -249.808 0 0 0 7.14462 -633.285
0 -394.325 0 8.06822 -250.841 0 0 0 5.34902 -631.749
0 -397.311 0 10.1757 -251.709 0 0 0 5.93163 -632.913
0 -393.715 0 7.8006 -251.073 0 0 0 6.46259 -630.525
0 -397.66 0 7.94068 -248.323 0 0 0 6.95419 -631.088
0 -395.918 0 6.42024 -247.583 0 0 0 6.69833 -630.383
0 -395.385 0 7.62651 -245.262 0 0 0 5.55095 -627.469
0 -393.502 0 8.24413 -247.273 0 0 0 5.00238 -627.529
0 -393.028 0 8.56792 -246.551 0 0 0 5.99103 -625.02
0 -393.198 0 8.51718 -248.951 0 0 0 7.16236 -626.469
0 -394.891 0 7.97588 -250.022 0 0 0 7.02952 -629.908
0 -401.451 0 7.36604 -250.165 0 0 0 6.91086 -637.339
0 -397.198 0 8.08001 -250.226 0 0 0 7.61242 -631.731
0 -393.239 0 7.27012 -249.609 0 0 0 6.63878 -628.94
0 -393.493 0 8.73548 -250.549 0 0 0 7.53664 -627.77
0 -396.278 0 7.32893 -249.094 0 0 0 9.08657 -628.956
0 -395.85 0 7.66929 -249.494 0 0 0 7.86072 -629.815
0 -401.487 0 5.53843 -249.538 0 0 0 10.4654 -635.021
0 -402.739 0 7.62275 -247.49 0 0 0 9.1716 -633.435
0 -400.138 0 5.43548 -247.467 0 0 0 9.36561 -632.803
0 -398.925 0 5.40379 -249.388 0 0 0 10.0109 -632.898
0 -401.103 0 6.46609 -249.29 0 0 0 8.67032 -635.256
0 -398.92 0 7.62897 -249.557 0 0 0 7.14093 -633.708
0 -395.672 0 6.50414 -251.531 0 0 0 6.45007 -634.249
0 -393.499 0 9.56514 -252.536 0 0 0 6.25923 -630.21
0 -396.55 0 10.4718 -252.793 0 0 0 6.63874 -632.232
0 -399.827 0 7.25618 -253.449 0 0 0 6.68377 -639.335
0 -396.45 0 7.83804 -255.258 0 0 0 6.56667 -637.304
0 -399.642 0 5.42983 -251.315 0 0 0 6.89653 -638.631
0 -395.99 0 6.27276 -251.312 0 0 0 8.54981 -632.479
0 -401.283 0 7.24197 -246.855 0 0 0 8.73633 -632.16
0 -399.885 0 8.04098 -245.77 0 0 0 8.0436 -629.571
0 -401.012 0 7.19011 -248.521 0 0 0 7.02716 -635.316
0 -402.424 0 8.01345 -252.583 0 0 0 5.94102 -641.052
0 -397.598 0 7.23937 -251.337 0 0 0 6.87885 -634.817
0 -393.141 0 6.91196 -250.826 0 0 0 6.68267 -630.373
0 -398.398 0 6.44623 -252.174 0 0 0 7.47415 -636.652
0 -396.571 0 6.8598 -252.647 0 0 0 8.9026 -633.455
0 -402.103 0 6.78773 -250.823 0 0 0 7.55576 -638.582
0 -405.393 0 7.46533 -249.305 0 0 0 9.28667 -637.946
0 -400.95 0 8.37209 -249.603 0 0 0 9.08526 -633.096
0 -398.05 0 8.88301 -247.054 0 0 0 7.67568 -628.545
0 -401.761 0 7.04713 -250.304 0 0 0 10.9418 -634.076
0 -402.482 0 7.64218 -248.831 0 0 0 7.20801 -636.463
0 -404.903 0 7.55128 -249.118 0 0 0 7.54119 -638.929
0 -398.805 0 9.68876 -250.469 0 0 0 8.02654 -631.558
0 -400.027 0 9.11823 -249.529 0 0 0 7.96427 -632.474
0 -401.565 0 7.93681 -250.073 0 0 0 6.84789 -636.854
0 -401.865 0 7.59098 -250.942 0 0 0 5.82867 -639.387
0 -398.045 0 9.23026 -250.697 0 0 0 5.73084 -633.78
0 -399.207 0 7.491 -251.971 0 0 0 5.67873 -638.009
0 -396.749 0 6.93426 -253.46 0 0 0 6.6692 -636.606
0 -397.672 0 7.19536 -252.867 0 0 0 7.94367 -635.4
0 -393.728 0 6.74772 -250.286 0 0 0 9.02546 -628.241
0 -396.231 0 6.67985 -247.03 0 0 0 10.752 -625.829
0 -399.946 0 9.38121 -249.008 0 0 0 9.70138 -629.871
0 -397.691 0 7.93564 -246.635 0 0 0 12.3062 -624.084
0 -391.197 0 6.73163 -249.709 0 0 0 10.5527 -623.622
0 -395.082 0 6.63486 -247.19 0 0 0 10.5961 -625.041
0 -396.095 0 6.66025 -245.509 0 0 0 11.1612 -623.783
0 -389.72 0 7.1006 -245.876 0 0 0 8.59929 -619.896
0 -396.812 0 6.67376 -249.576 0 0 0 8.47665 -631.238
0 -400.547 0 7.42798 -250.1 0 0 0 8.73042 -634.488
0 -405.653 0 8.70196 -248.436 0 0 0 5.87342 -639.514
0 -399.859 0 8.03511 -248.842 0 0 0 5.37287 -635.293
0 -402.044 0 8.77203 -248.869 0 0 0 5.76086 -636.38
0 -399.101 0 6.13422 -251.623 0 0 0 6.16536 -638.425
0 -402.515 0 9.04906 -249.117 0 0 0 6.58371 -635.998
0 -402.365 0 9.44537 -246.858 0 0 0 5.38953 -634.388
0 -404.876 0 9.05375 -249.221 0 0 0 6.0336 -639.01
0 -406.975 0 8.0782 -246.962 0 0 0 6.99607 -638.863
0 -402.888 0 8.01389 -251.192 0 0 0 8.18778 -637.879
0 -398.872 0 6.40996 -249.173 0 0 0 9.00811 -632.627
0 -397.611 0 7.36036 -253.19 0 0 0 6.43984 -637.001
0 -397.892 0 7.58664 -250.186 0 0 0 6.27548 -634.215
0 -394.47 0 6.65213 -249.225 0 0 0 5.97329 -631.069
0 -398.248 0 9.83731 -250.092 0 0 0 6.84988 -631.653
0 -396.138 0 7.73104 -246.538 0 0 0 6.44899 -628.497
0 -399.62 0 8.84753 -245.904 0 0 0 6.68883 -629.989
0 -396.603 0 6.90287 -245.883 0 0 0 6.59261 -628.99
0 -396.48 0 9.41782 -245.517 0 0 0 6.50986 -626.069
0 -395.314 0 8.10712 -246.888 0 0 0 6.74974 -627.345
0 -393.932 0 5.45982 -247.237 0 0 0 7.36181 -628.347
0 -395.04 0 8.75818 -248.135 0 0 0 7.92165 -626.495
0 -394.742 0 5.60618 -250.157 0 0 0 9.0553 -630.237
0 -395.011 0 6.06265 -250.347 0 0 0 7.08447 -632.211
0 -392.025 0 7.00099 -249.015 0 0 0 6.54637 -627.492
0 -395.296 0 6.94405 -247.666 0 0 0 7.02252 -628.995
0 -396.005 0 6.25212 -250.935 0 0 0 6.85103 -633.837
0 -400.906 0 6.9024 -251.957 0 0 0 7.86245 -638.099
0 -397.078 0 6.942 -252.208 0 0 0 5.76126 -636.583
0 -402.511 0 6.11011 -250.482 0 0 0 6.10608 -640.777
0 -402.845 0 7.65807 -249.362 0 0 0 6.60906 -637.94
0 -402.414 0 7.37629 -246.472 0 0 0 6.61499 -634.895
0 -401.867 0 6.66479 -247.05 0 0 0 6.22593 -636.026
0 -400.213 0 6.78537 -248.215 0 0 0 7.41799 -634.224
0 -402.715 0 6.21249 -243.778 0 0 0 6.04291 -634.238
0 -394.513 0 6.59218 -250.978 0 0 0 9.28552 -629.613
0 -398.392 0 7.11395 -250.268 0 0 0 6.70618 -634.84
0 -393.305 0 7.37878 -249.766 0 0 0 6.66972 -629.022
0 -393.361 0 8.21131 -250.583 0 0 0 6.29041 -629.442
0 -398.291 0 8.49697 -253.205 0 0 0 7.36455 -635.634
0 -397.684 0 9.80597 -253.195 0 0 0 6.68707 -634.386
0 -399.605 0 7.26145 -246.06 0 0 0 7.83809 -630.566
0 -395.231 0 7.12941 -251.322 0 0 0 8.42705 -630.996
0 -398.548 0 9.46668 -247.721 0 0 0 7.14189 -629.661
0 -405.934 0 7.82776 -249.837 0 0 0 6.44063 -641.503
0 -400.611 0 6.96016 -249.839 0 0 0 7.34665 -636.143
0 -402.277 0 8.50507 -247.569 0 0 0 7.72501 -633.616
0 -403.08 0 12.6864 -245.519 0 0 0 7.16804 -628.745
0 -406.921 0 9.52473 -243.523 0 0 0 6.35791 -634.561
0 -407.047 0 8.15567 -244.237 0 0 0 5.03353 -638.094
0 -403.918 0 9.01452 -242.073 0 0 0 7.34096 -629.636
0 -400.846 0 7.13683 -244.462 0 0 0 7.28829 -630.883
0 -402.51 0 6.5382 -247.437 0 0 0 6.8569 -636.551
0 -401.872 0 6.31964 -247.395 0 0 0 6.71334 -636.234
0 -401.42 0 6.83196 -248.271 0 0 0 7.83193 -635.027
0 -404.179 0 7.20142 -247.075 0 0 0 7.97029 -636.082
0 -398.556 0 7.55473 -245.98 0 0 0 9.17728 -627.803
0 -395.462 0 8.76971 -248.698 0 0 0 8.4895 -626.9
0 -400.126 0 9.59519 -249.551 0 0 0 7.73899 -632.343
0 -395.189 0 9.17235 -248.358 0 0 0 8.78857 -625.586
0 -398.063 0 7.90735 -249.266 0 0 0 6.90636 -632.514
0 -398.939 0 8.63481 -251.022 0 0 0 7.11365 -634.213
0 -401.777 0 8.17361 -250.9 0 0 0 8.37545 -636.128
0 -397.709 0 6.74947 -250.788 0 0 0 8.07488 -633.673
0 -401.041 0 8.77024 -252.02 0 0 0 7.22703 -637.064
0 -402.308 0 8.79883 -251.909 0 0 0 7.89022 -637.528
0 -395.673 0 9.25211 -250.485 0 0 0 9.12113 -627.784
0 -394.632 0 9.08194 -250.261 0 0 0 9.79412 -626.017
0 -397.761 0 10.0281 -251.191 0 0 0 9.3421 -629.581
0 -398.134 0 7.84967 -253.021 0 0 0 9.31053 -633.995
0 -401.055 0 7.9157 -252.6 0 0 0 9.44823 -636.291
0 -400.679 0 8.52706 -250.66 0 0 0 10.3673 -632.445
0 -401.241 0 7.71957 -246.851 0 0 0 11.2242 -629.148
0 -399.738 0 7.27544 -249.338 0 0 0 9.99755 -631.803
0 -401.104 0 11.4953 -244.134 0 0 0 9.43988 -624.303
0 -401.198 0 10.4387 -247.339 0 0 0 8.8323 -629.266
0 -402.194 0 9.59656 -248.229 0 0 0 7.68488 -633.142
0 -398.27 0 7.58569 -252.579 0 0 0 9.35325 -633.909
0 -400.787 0 9.60967 -248.261 0 0 0 7.15548 -632.283
0 -396.801 0 7.46904 -246.483 0 0 0 6.53321 -629.282
0 -397.304 0 8.68467 -248.239 0 0 0 7.41703 -629.442
0 -402.23 0 7.69823 -245.065 0 0 0 7.88138 -631.716
0 -402.537 0 7.13913 -246.884 0 0 0 5.58873 -636.694
0 -398.638 0 8.00931 -248.613 0 0 0 7.02359 -632.218
0 -394.626 0 6.88048 -247.605 0 0 0 7.07134 -628.279
0 -397.109 0 6.30904 -250.56 0 0 0 6.9988 -634.361
0 -398.369 0 6.79421 -249.225 0 0 0 10.2663 -630.534
0 -391.203 0 7.32801 -248.515 0 0 0 9.51227 -622.878
0 -396.131 0 6.92867 -249.813 0 0 0 8.60258 -630.413
0 -399.816 0 7.0505 -248.525 0 0 0 5.86077 -635.43
0 -392.971 0 6.5388 -249.586 0 0 0 6.67438 -629.344
0 -397.49 0 5.82627 -248.317 0 0 0 6.02082 -633.959
0 -394.283 0 6.15825 -248.863 0 0 0 7.02702 -629.961
0 -398.032 0 7.58398 -250.472 0 0 0 6.30051 -634.619
0 -397.767 0 7.5014 -253.054 0 0 0 6.90494 -636.415
0 -397.993 0 6.6676 -251.359 0 0 0 6.56441 -636.12
0 -382.823 0 6.09998 -249.018 0 0 0 6.9228 -618.818
0 -386.762 0 5.7173 -247.75 0 0 0 6.00865 -622.786
0 -393.483 0 6.89207 -250.06 0 0 0 6.16438 -630.487
0 -388.96 0 5.74992 -249.523 0 0 0 7.47576 -625.257
0 -391.32 0 7.01279 -249.681 0 0 0 6.90535 -627.083
0 -387.431 0 7.72261 -247.255 0 0 0 6.52309 -620.44
0 -394.176 0 8.48745 -248.967 0 0 0 7.04028 -627.616
0 -396.92 0 8.73138 -248.417 0 0 0 5.86824 -630.737
0 -396.139 0 7.30513 -248.714 0 0 0 7.83258 -629.715
0 -393.356 0 7.75961 -247.953 0 0 0 7.94658 -625.604
0 -392.4 0 8.04699 -247.517 0 0 0 6.72012 -625.15
0 -399.46 0 7.15391 -248.023 0 0 0 8.08956 -632.24
0 -398.896 0 8.21057 -252.155 0 0 0 6.84021 -636.001
0 -393.792 0 7.31713 -252.163 0 0 0 7.28451 -631.353
0 -394.147 0 9.29461 -250.628 0 0 0 7.59437 -627.886
0 -395.021 0 9.2986 -245.569 0 0 0 7.60233 -623.689
0 -403.659 0 10.0261 -249.955 0 0 0 7.88309 -635.705
0 -401.214 0 8.5185 -250.957 0 0 0 7.37067 -636.282
0 -399.022 0 8.78359 -252.794 0 0 0 7.61256 -635.42
0 -398.109 0 7.87722 -248.085 0 0 0 7.21776 -631.099
0 -399.108 0 8.83522 -250.21 0 0 0 7.51078 -632.972
0 -396.697 0 8.28769 -250.022 0 0 0 8.35005 -630.082
0 -396.473 0 8.3043 -252.064 0 0 0 6.52618 -633.706
0 -401.522 0 8.82397 -251.31 0 0 0 8.5369 -635.471
0 -401.003 0 11.7526 -248.075 0 0 0 8.76432 -628.561
0 -400.519 0 9.59338 -248.641 0 0 0 8.87461 -630.692
0 -396.102 0 7.31486 -246.272 0 0 0 6.81877 -628.24
0 -401.816 0 8.24513 -247.908 0 0 0 6.48431 -634.995
0 -401.282 0 6.71505 -247.624 0 0 0 6.19682 -635.994
0 -400.318 0 7.11149 -246.051 0 0 0 6.83792 -632.42
0 -403.959 0 5.82073 -246.549 0 0 0 6.88112 -637.805
0 -396.89 0 8.21941 -251.381 0 0 0 6.78792 -633.263
0 -401.008 0 7.07827 -247.908 0 0 0 5.7687 -636.07
0 -396.685 0 7.65632 -247.984 0 0 0 6.5647 -630.448
0 -398.146 0 6.89538 -247.987 0 0 0 8.52722 -630.71
0 -401.526 0 6.52984 -249.507 0 0 0 7.1946 -637.308
0 -396.886 0 8.51204 -250.791 0 0 0 10.1742 -628.991
0 -397.729 0 8.04102 -249.789 0 0 0 8.42672 -631.05
0 -398.187 0 7.20958 -250.109 0 0 0 8.64807 -632.438
0 -395.974 0 6.47491 -252.71 0 0 0 7.25321 -634.956
0 -399.74 0 6.6868 -252.575 0 0 0 7.09214 -638.536
0 -396.063 0 6.83469 -251.787 0 0 0 6.60334 -634.412
0 -397.778 0 6.78072 -251.302 0 0 0 7.06593 -635.234
0 -398.805 0 8.8268 -249.47 0 0 0 6.34185 -633.107
0 -397.006 0 7.54323 -250.562 0 0 0 6.28502 -633.74
0 -400.337 0 8.90004 -250.242 0 0 0 6.16967 -635.51
0 -395.487 0 11.0064 -245.979 0 0 0 6.83529 -623.625
0 -395.742 0 7.90575 -248.98 0 0 0 6.9254 -629.891
0 -398.755 0 7.36099 -250.381 0 0 0 6.48615 -635.288
0 -398.496 0 7.80549 -252.351 0 0 0 8.1542 -634.887
0 -397.678 0 7.97699 -251.716 0 0 0 9.57479 -631.842
0 -398.363 0 11.601 -251.844 0 0 0 8.54955 -630.056
0 -401.693 0 8.88481 -251.083 0 0 0 7.87509 -636.016
0 -398.968 0 9.06432 -252.434 0 0 0 11.4345 -630.903
0 -396.689 0 8.23839 -252.397 0 0 0 11.1228 -629.725
0 -397.581 0 8.61602 -252.573 0 0 0 10.503 -631.034
0 -399.54 0 8.53644 -253.082 0 0 0 9.49837 -634.587
0 -398.204 0 8.11162 -253.003 0 0 0 12.6455 -630.451
0 -393.159 0 8.17001 -254.234 0 0 0 11.7916 -627.432
0 -393.48 0 8.50752 -250.23 0 0 0 12.3017 -622.902
0 -399.596 0 8.01029 -251.099 0 0 0 9.16349 -633.522
0 -396.624 0 7.02369 -250.356 0 0 0 9.89699 -630.06
0 -398.564 0 9.03979 -250.606 0 0 0 9.26756 -630.863
0 -400.591 0 6.99006 -252.491 0 0 0 8.67461 -637.417
0 -398.676 0 10.6692 -251.35 0 0 0 10.8008 -628.556
0 -401.881 0 7.91339 -251.997 0 0 0 10.9088 -635.056
0 -395.307 0 7.84771 -250.188 0 0 0 8.86891 -628.778
0 -396.363 0 7.84121 -247.415 0 0 0 11.619 -624.317
0 -402.697 0 8.01057 -245.945 0 0 0 11.938 -628.694
0 -401.771 0 7.49045 -249.134 0 0 0 10.1939 -633.22
0 -399.113 0 7.2662 -246.044 0 0 0 8.00007 -629.891
0 -398.72 0 5.92862 -245.371 0 0 0 7.95616 -630.206
0 -398.389 0 7.64364 -246.861 0 0 0 9.6347 -627.972
0 -399.385 0 6.25915 -245.435 0 0 0 7.83269 -630.728
0 -400.962 0 5.84395 -246.537 0 0 0 8.95664 -632.698
0 -402.495 0 9.22992 -248.403 0 0 0 8.93515 -632.733
0 -403.15 0 7.15907 -248.717 0 0 0 7.66619 -637.041
0 -398.525 0 6.25971 -247.493 0 0 0 6.17863 -633.58
0 -399.458 0 8.68467 -249.345 0 0 0 8.14486 -631.974
0 -394.599 0 8.44163 -250.689 0 0 0 8.77207 -628.074
0 -396.28 0 7.96198 -253.411 0 0 0 8.72277 -633.007
0 -395.484 0 7.52009 -253.12 0 0 0 7.36575 -633.718
0 -395.511 0 7.1099 -250.362 0 0 0 7.02271 -631.74
0 -400.181 0 8.06087 -249.968 0 0 0 6.48541 -635.603
0 -396.772 0 6.55062 -250.758 0 0 0 6.10541 -634.874
0 -397.388 0 6.53315 -251.564 0 0 0 6.29829 -636.121
0 -402.262 0 9.23542 -247.943 0 0 0 6.90236 -634.067
0 -403.074 0 7.6883 -250.257 0 0 0 6.00154 -639.641
0 -395.571 0 9.45255 -244.826 0 0 0 6.96484 -623.979
0 -400.347 0 8.76437 -247.74 0 0 0 6.98951 -632.334
0 -398.602 0 10.669 -248.758 0 0 0 7.39924 -629.292
0 -402.117 0 8.95042 -248.253 0 0 0 6.85458 -634.564
0 -405.257 0 7.89905 -248.168 0 0 0 9.56028 -635.966
0 -401.146 0 6.90959 -247.188 0 0 0 8.07551 -633.349
0 -401.451 0 6.80587 -249.113 0 0 0 8.96718 -634.791
0 -399.998 0 6.90377 -245.514 0 0 0 9.02147 -629.587
0 -399.346 0 7.05476 -244.955 0 0 0 7.21821 -630.028
0 -403.468 0 7.30901 -243.01 0 0 0 8.9258 -630.243
0 -397.535 0 6.36219 -243.79 0 0 0 10.6032 -624.359
0 -399.063 0 6.84222 -242.859 0 0 0 10.006 -625.073
0 -395.622 0 7.18195 -243.637 0 0 0 10.7011 -621.376
0 -392.949 0 7.11527 -247.845 0 0 0 9.25211 -624.427
0 -399.467 0 8.24617 -247.789 0 0 0 8.30079 -630.709
0 -396.762 0 7.56458 -250.742 0 0 0 8.0808 -631.859
0 -398.772 0 8.09286 -250.123 0 0 0 9.89627 -630.906
0 -400.041 0 7.10053 -246.084 0 0 0 8.43904 -630.586
0 -399.582 0 7.43266 -245.598 0 0 0 9.98481 -627.763
0 -396.812 0 7.81716 -249.253 0 0 0 8.90823 -629.339
0 -396.947 0 9.05825 -246.908 0 0 0 8.89356 -625.903
0 -393.803 0 7.2615 -249.4 0 0 0 7.66885 -628.272
0 -395.056 0 7.56379 -246.542 0 0 0 7.49556 -626.539
0 -394.783 0 6.78698 -243.091 0 0 0 6.80065 -624.286
0 -396.08 0 6.76696 -245.959 0 0 0 7.64242 -627.629
0 -396.957 0 7.47835 -248.087 0 0 0 11.3754 -626.19
0 -397.36 0 7.95477 -253.077 0 0 0 8.67642 -633.806
0 -398.027 0 7.29661 -250.697 0 0 0 7.88405 -633.543
0 -397.352 0 7.2859 -249.973 0 0 0 7.48014 -632.559
0 -396.758 0 7.69418 -251.073 0 0 0 10.2174 -629.92
0 -395.017 0 11.6618 -248.426 0 0 0 7.93362 -623.848
0 -396.212 0 9.70545 -247.013 0 0 0 7.31953 -626.2
0 -391.51 0 10.6051 -243.123 0 0 0 7.7023 -616.325
0 -396.743 0 9.91381 -248.554 0 0 0 6.98817 -628.394
0 -392.665 0 8.91188 -249.289 0 0 0 6.08198 -626.96
0 -396.634 0 8.83297 -250.764 0 0 0 6.2237 -632.341
0 -394.813 0 7.05785 -246.251 0 0 0 5.86622 -628.14
0 -390.258 0 6.9008 -245.204 0 0 0 5.8339 -622.728
0 -393.417 0 8.65304 -248.609 0 0 0 7.97094 -625.402
0 -398.298 0 8.43732 -243.61 0 0 0 7.39443 -626.076
0 -396.589 0 7.89856 -248.848 0 0 0 6.06646 -631.472
0 -394.509 0 10.9598 -249.737 0 0 0 7.66045 -625.626
0 -395.659 0 6.03711 -243.685 0 0 0 7.32636 -625.981
0 -399.719 0 5.92606 -243.751 0 0 0 7.59504 -629.95
0 -395.07 0 6.50084 -244.089 0 0 0 9.67326 -622.985
0 -398.139 0 7.89033 -246.543 0 0 0 9.23895 -627.553
0 -397.163 0 8.3185 -247.318 0 0 0 10.2817 -625.881
0 -396.459 0 6.32345 -244.069 0 0 0 8.69649 -625.508
0 -399.229 0 7.02844 -246.389 0 0 0 11.6363 -626.954
0 -399.22 0 8.48738 -244.48 0 0 0 10.5668 -624.646
0 -396.936 0 7.23261 -247.468 0 0 0 7.78719 -629.384
0 -397.488 0 8.3445 -247.709 0 0 0 7.74582 -629.107
0 -393.634 0 9.27038 -246.006 0 0 0 9.13263 -621.238
0 -389.051 0 8.95226 -244.813 0 0 0 8.67697 -616.235
0 -397.841 0 10.4134 -245.441 0 0 0 9.53341 -623.335
0 -394.377 0 8.86515 -247.293 0 0 0 9.45184 -623.353
0 -398.714 0 8.81758 -246.23 0 0 0 9.51034 -626.616
0 -399.389 0 7.14963 -247.83 0 0 0 6.49153 -633.578
0 -401.294 0 7.55515 -250.137 0 0 0 8.49822 -635.378
0 -394.451 0 8.31597 -248.854 0 0 0 8.35473 -626.635
0 -393.095 0 9.14214 -251.923 0 0 0 10.3909 -625.485
0 -398.951 0 7.98684 -249.322 0 0 0 13.3351 -626.951
0 -398.874 0 9.79116 -243.164 0 0 0 11.9864 -620.26
0 -400.161 0 10.1632 -246.164 0 0 0 10.8436 -625.319
0 -403.363 0 9.02711 -249.304 0 0 0 10.9128 -632.727
0 -405.533 0 7.82137 -248.648 0 0 0 12.1674 -634.192
0 -397.343 0 7.24344 -246.97 0 0 0 14.1242 -622.945
0 -396.034 0 6.93826 -249.424 0 0 0 11.914 -626.606
0 -399.168 0 9.43214 -246.616 0 0 0 10.4659 -625.886
0 -400.067 0 11.085 -250.365 0 0 0 8.59023 -630.757
0 -400.326 0 10.0159 -247.253 0 0 0 8.83212 -628.73
0 -393.076 0 7.63049 -245.425 0 0 0 7.97508 -622.896
0 -394.135 0 8.5547 -244.138 0 0 0 8.04707 -621.672
0 -396.096 0 7.34823 -246.643 0 0 0 7.23397 -628.157
0 -397.388 0 6.5501 -247.369 0 0 0 8.17936 -630.028
0 -396.724 0 6.61851 -247.588 0 0 0 8.42107 -629.273
0 -406.372 0 7.25394 -246.844 0 0 0 7.81979 -638.143
0 -402.773 0 7.34582 -252.209 0 0 0 10.009 -637.628
