Virgin_Spawning_Biomass Spawning_Biomass_1971  SpBiom_2004_1 SpBiom_2005_1 SpBiom_2006_1 SpBiom_2007_1  SpBiom_2004_2 SpBiom_2005_2 SpBiom_2006_2 SpBiom_2007_2  SpBiom_2004_3 SpBiom_2005_3 SpBiom_2006_3 SpBiom_2007_3  SpBiom_2004_4 SpBiom_2005_4 SpBiom_2006_4 SpBiom_2007_4  SpBiom_2004_5 SpBiom_2005_5 SpBiom_2006_5 SpBiom_2007_5  SpBiom_2004_6 SpBiom_2005_6 SpBiom_2006_6 SpBiom_2007_6  SpBiom_2004_7 SpBiom_2005_7 SpBiom_2006_7 SpBiom_2007_7  SpBiom_2004_8 SpBiom_2005_8 SpBiom_2006_8 SpBiom_2007_8  SpBiom_2004_9 SpBiom_2005_9 SpBiom_2006_9 SpBiom_2007_9  SpBiom_2004_10 SpBiom_2005_10 SpBiom_2006_10 SpBiom_2007_10  SpBiom_2004_11 SpBiom_2005_11 SpBiom_2006_11 SpBiom_2007_11  SpBiom_2004_12 SpBiom_2005_12 SpBiom_2006_12 SpBiom_2007_12  
6.88094e+006 1.31766e+006  1.07149e+006 1.27123e+006 1.71672e+006 2.16158e+006  1.07149e+006 1.22094e+006 1.59737e+006 1.95753e+006  1.07149e+006 1.17066e+006 1.48335e+006 1.77081e+006  1.07149e+006 1.12038e+006 1.37465e+006 1.6006e+006  1.07149e+006 1.07009e+006 1.27127e+006 1.44606e+006  1.07149e+006 1.01981e+006 1.17322e+006 1.30637e+006  1.07149e+006 969524 1.08049e+006 1.1807e+006  1.07149e+006 919240 993093 1.06823e+006  1.07149e+006 868956 911017 968135  1.07149e+006 818672 834265 879585  1.07149e+006 768387 762838 801756  1.07149e+006 718103 696736 733821 
7.43261e+006 1.30623e+006  1.01114e+006 1.26691e+006 1.50561e+006 1.66105e+006  1.01114e+006 1.22156e+006 1.39438e+006 1.47329e+006  1.01114e+006 1.17621e+006 1.28793e+006 1.3016e+006  1.01114e+006 1.13086e+006 1.18624e+006 1.14522e+006  1.01114e+006 1.08551e+006 1.08932e+006 1.00341e+006  1.01114e+006 1.04016e+006 997174 875432  1.01114e+006 994807 909796 760548  1.01114e+006 949457 827188 658013  1.01114e+006 904107 749350 567087  1.01114e+006 858757 676281 487029  1.01114e+006 813407 607982 417098  1.01114e+006 768057 544453 356552 
8.02233e+006 1.36801e+006  765992 943317 1.18122e+006 1.57826e+006  765992 909969 1.09925e+006 1.43681e+006  765992 876621 1.02074e+006 1.30707e+006  765992 843273 945698 1.18851e+006  765992 809925 874115 1.08058e+006  765992 776578 805993 982756  765992 743230 741332 894496  765992 709882 680132 815265  765992 676534 622393 744530  765992 643187 568116 681753  765992 609839 517300 626401  765992 576491 469945 577936 
6.63968e+006 1.38709e+006  857648 1.06222e+006 1.27636e+006 1.43755e+006  857648 1.02285e+006 1.18209e+006 1.27954e+006  857648 983468 1.09192e+006 1.1351e+006  857648 944090 1.00585e+006 1.00359e+006  857648 904713 923894 884370  857648 865335 846043 776818  857648 825958 772298 680295  857648 786581 702660 594167  857648 747203 637128 517800  857648 707826 575703 450561  857648 668448 518383 391816  857648 629071 465171 340931 
6.7016e+006 1.31448e+006  1.0086e+006 1.19272e+006 1.55026e+006 2.02219e+006  1.0086e+006 1.14796e+006 1.44306e+006 1.83938e+006  1.0086e+006 1.10321e+006 1.34051e+006 1.67186e+006  1.0086e+006 1.05845e+006 1.24258e+006 1.51892e+006  1.0086e+006 1.0137e+006 1.14929e+006 1.37985e+006  1.0086e+006 968940 1.06063e+006 1.25393e+006  1.0086e+006 924184 976607 1.14044e+006  1.0086e+006 879428 897215 1.03869e+006  1.0086e+006 834672 822456 947949  1.0086e+006 789916 752330 867514  1.0086e+006 745160 686837 796672  1.0086e+006 700404 625978 734711 
6.67072e+006 1.41782e+006  644641 757025 1.0707e+006 2.22598e+006  644641 728836 1.00138e+006 2.09962e+006  644641 700647 935010 1.98318e+006  644641 672458 871597 1.87621e+006  644641 644269 811140 1.77824e+006  644641 616079 753638 1.68882e+006  644641 587890 699092 1.60748e+006  644641 559701 647501 1.53378e+006  644641 531512 598865 1.46724e+006  644641 503322 553185 1.40742e+006  644641 475133 510460 1.35384e+006  644641 446944 470691 1.30607e+006 
6.35752e+006 1.40745e+006  689399 789272 975184 1.28005e+006  689399 757760 901162 1.15701e+006  689399 726248 830457 1.0447e+006  689399 694736 763070 942613  689399 663225 698999 850229  689399 631713 638246 767036  689399 600201 580810 692524  689399 568689 526691 626179  689399 537178 475889 567488  689399 505666 428405 515939  689399 474154 384237 471018  689399 442642 343387 432214 
8.0521e+006 1.36242e+006  812972 929971 1.17479e+006 1.30946e+006  812972 893449 1.08805e+006 1.16505e+006  812972 856928 1.00514e+006 1.03318e+006  812972 820407 926072 913260  812972 783885 850836 804685  812972 747364 779436 706867  812972 710842 711871 619213  812972 674321 648141 541130  812972 637799 588247 472025  812972 601278 532188 411305  812972 564756 479964 358377  812972 528235 431576 312648 
8.21373e+006 1.36644e+006  960579 1.13935e+006 1.68825e+006 1.86094e+006  960579 1.09507e+006 1.58078e+006 1.67304e+006  960579 1.05078e+006 1.47799e+006 1.50062e+006  960579 1.0065e+006 1.37988e+006 1.34296e+006  960579 962223 1.28645e+006 1.19933e+006  960579 917942 1.19771e+006 1.069e+006  960579 873662 1.11364e+006 951250  960579 829381 1.03426e+006 845346  960579 785100 959558 750564  960579 740820 889538 666175  960579 696539 824200 591454  960579 652258 763544 525672 
8.95386e+006 1.30237e+006  936480 1.1176e+006 1.51432e+006 1.64455e+006  936480 1.07392e+006 1.41226e+006 1.47239e+006  936480 1.03025e+006 1.31471e+006 1.31479e+006  936480 986576 1.22168e+006 1.17107e+006  936480 942901 1.13317e+006 1.04055e+006  936480 899227 1.04917e+006 922515  936480 855553 969681 816291  936480 811879 894710 721183  936480 768205 824254 636500  936480 724530 758314 561551  936480 680856 696888 495644  936480 637182 639978 438089 
7.71297e+006 1.40176e+006  825159 994668 1.42866e+006 1.56736e+006  825159 954985 1.33553e+006 1.40735e+006  825159 915302 1.24655e+006 1.26075e+006  825159 875619 1.16172e+006 1.12693e+006  825159 835935 1.08105e+006 1.00524e+006  825159 796252 1.00453e+006 895042  825159 756569 932156 795693  825159 716885 863936 706555  825159 677202 799869 626987  825159 637519 739952 556348  825159 597836 684188 493999  825159 558152 632575 439298 
6.52065e+006 1.4445e+006  897287 1.04066e+006 1.27853e+006 1.70626e+006  897287 1.00023e+006 1.18311e+006 1.54614e+006  897287 959800 1.09189e+006 1.39979e+006  897287 919371 1.00489e+006 1.26655e+006  897287 878941 922102 1.14578e+006  897287 838512 843523 1.03682e+006  897287 798083 769156 939036  897287 757654 699000 851764  897287 717225 633055 774359  897287 676796 571322 706169  897287 636367 513800 646546  897287 595938 460489 594839 
6.54945e+006 1.39441e+006  1.05734e+006 1.24065e+006 1.64628e+006 2.40692e+006  1.05734e+006 1.19174e+006 1.53036e+006 2.20731e+006  1.05734e+006 1.14283e+006 1.41958e+006 2.02444e+006  1.05734e+006 1.09392e+006 1.31394e+006 1.85751e+006  1.05734e+006 1.04501e+006 1.21344e+006 1.70573e+006  1.05734e+006 996106 1.11807e+006 1.56831e+006  1.05734e+006 947198 1.02785e+006 1.44444e+006  1.05734e+006 898290 942757 1.33335e+006  1.05734e+006 849382 862807 1.23423e+006  1.05734e+006 800474 787995 1.14629e+006  1.05734e+006 751566 718321 1.06874e+006  1.05734e+006 702658 653785 1.00078e+006 
6.4836e+006 1.40729e+006  895756 1.02055e+006 1.21041e+006 2.18647e+006  895756 978914 1.11432e+006 2.02493e+006  895756 937281 1.0226e+006 1.87736e+006  895756 895647 935259 1.74308e+006  895756 854014 852288 1.62141e+006  895756 812381 773689 1.51169e+006  895756 770748 699463 1.41324e+006  895756 729114 629609 1.32538e+006  895756 687481 564128 1.24745e+006  895756 645848 503020 1.17877e+006  895756 604215 446284 1.11866e+006  895756 562581 393921 1.06646e+006 
6.43457e+006 1.39014e+006  996269 1.15614e+006 1.37347e+006 1.6121e+006  996269 1.11333e+006 1.26948e+006 1.43866e+006  996269 1.07051e+006 1.16998e+006 1.28021e+006  996269 1.0277e+006 1.07495e+006 1.13607e+006  996269 984879 984405 1.00553e+006  996269 942062 898342 887903  996269 899246 816760 782491  996269 856430 739659 688600  996269 813613 667039 605535  996269 770797 598900 532600  996269 727980 535243 469101  996269 685164 476066 414343 
6.62372e+006 1.43811e+006  1.06632e+006 1.21772e+006 1.4093e+006 1.69267e+006  1.06632e+006 1.17142e+006 1.30005e+006 1.51311e+006  1.06632e+006 1.12512e+006 1.19558e+006 1.34925e+006  1.06632e+006 1.07882e+006 1.09589e+006 1.20034e+006  1.06632e+006 1.03252e+006 1.00098e+006 1.06564e+006  1.06632e+006 986224 910853 944432  1.06632e+006 939924 825507 835971  1.06632e+006 893625 744943 739525  1.06632e+006 847325 669159 654359  1.06632e+006 801025 598156 579739  1.06632e+006 754725 531934 514929  1.06632e+006 708426 470492 459195 
6.59313e+006 1.43566e+006  1.0065e+006 1.19386e+006 1.40043e+006 1.53276e+006  1.0065e+006 1.14804e+006 1.29381e+006 1.35781e+006  1.0065e+006 1.10223e+006 1.19192e+006 1.19819e+006  1.0065e+006 1.05641e+006 1.09476e+006 1.05317e+006  1.0065e+006 1.01059e+006 1.00234e+006 922033  1.0065e+006 964775 914649 804047  1.0065e+006 918957 831693 698486  1.0065e+006 873140 753471 604624  1.0065e+006 827323 679982 521735  1.0065e+006 781505 611227 449090  1.0065e+006 735688 547206 385964  1.0065e+006 689870 487918 331631 
7.2571e+006 1.34702e+006  1.01077e+006 1.18499e+006 1.52344e+006 1.94214e+006  1.01077e+006 1.13781e+006 1.41635e+006 1.76407e+006  1.01077e+006 1.09063e+006 1.31409e+006 1.60125e+006  1.01077e+006 1.04344e+006 1.21664e+006 1.45297e+006  1.01077e+006 996258 1.12402e+006 1.31847e+006  1.01077e+006 949073 1.03621e+006 1.19704e+006  1.01077e+006 901889 953228 1.08793e+006  1.01077e+006 854705 875064 990420  1.01077e+006 807520 801720 903774  1.01077e+006 760336 733196 827260  1.01077e+006 713151 669491 760146  1.01077e+006 665967 610607 701699 
6.96366e+006 1.3276e+006  970877 1.13822e+006 1.38766e+006 2.01537e+006  970877 1.09301e+006 1.2842e+006 1.84298e+006  970877 1.04781e+006 1.18539e+006 1.68546e+006  970877 1.00261e+006 1.09125e+006 1.54209e+006  970877 957404 1.00176e+006 1.41215e+006  970877 912201 916939 1.29494e+006  970877 866997 836774 1.18973e+006  970877 821794 761268 1.09582e+006  970877 776591 690423 1.0125e+006  970877 731388 624236 939057  970877 686184 562710 874771  970877 640981 505843 818933 
6.81628e+006 1.37414e+006  1.07287e+006 1.26321e+006 1.52738e+006 2.45025e+006  1.07287e+006 1.21538e+006 1.41527e+006 2.25955e+006  1.07287e+006 1.16755e+006 1.30806e+006 2.08488e+006  1.07287e+006 1.11972e+006 1.20576e+006 1.92548e+006  1.07287e+006 1.07189e+006 1.10837e+006 1.78062e+006  1.07287e+006 1.02406e+006 1.01588e+006 1.64952e+006  1.07287e+006 976236 928302 1.53145e+006  1.07287e+006 928407 845628 1.42564e+006  1.07287e+006 880578 767860 1.33135e+006  1.07287e+006 832749 695000 1.24782e+006  1.07287e+006 784920 627045 1.1743e+006  1.07287e+006 737091 563998 1.11004e+006 
6.8628e+006 1.39443e+006  1.14821e+006 1.37402e+006 1.73221e+006 2.2913e+006  1.14821e+006 1.32218e+006 1.60877e+006 2.0819e+006  1.14821e+006 1.27033e+006 1.49072e+006 1.8902e+006  1.14821e+006 1.21848e+006 1.37806e+006 1.71537e+006  1.14821e+006 1.16664e+006 1.27078e+006 1.55658e+006  1.14821e+006 1.11479e+006 1.16888e+006 1.41299e+006  1.14821e+006 1.06294e+006 1.07237e+006 1.28379e+006  1.14821e+006 1.0111e+006 981251 1.16814e+006  1.14821e+006 959251 895514 1.06521e+006  1.14821e+006 907404 815163 974166  1.14821e+006 855557 740197 894188  1.14821e+006 803711 670617 824443 
6.71778e+006 1.33838e+006  1.06192e+006 1.24794e+006 1.42171e+006 1.77759e+006  1.06192e+006 1.19927e+006 1.30933e+006 1.59401e+006  1.06192e+006 1.15061e+006 1.20198e+006 1.42661e+006  1.06192e+006 1.10194e+006 1.09967e+006 1.27461e+006  1.06192e+006 1.05328e+006 1.00239e+006 1.13725e+006  1.06192e+006 1.00461e+006 910152 1.01375e+006  1.06192e+006 955945 822945 903350  1.06192e+006 907279 740773 805270  1.06192e+006 858614 663635 718743  1.06192e+006 809948 591532 642997  1.06192e+006 761282 524463 577262  1.06192e+006 712617 462429 520767 
6.86334e+006 1.3588e+006  959948 1.16187e+006 1.34067e+006 1.51703e+006  959948 1.12113e+006 1.2416e+006 1.35039e+006  959948 1.0804e+006 1.14672e+006 1.19791e+006  959948 1.03966e+006 1.05603e+006 1.05895e+006  959948 998925 969522 932853  959948 958188 887204 818977  959948 917452 809073 716675  959948 876715 735130 625297  959948 835979 665375 544197  959948 795242 599808 472728  959948 754506 538428 410241  959948 713769 481236 356090 
7.18545e+006 1.35485e+006  1.07111e+006 1.27694e+006 1.54052e+006 1.70029e+006  1.07111e+006 1.22979e+006 1.42778e+006 1.51239e+006  1.07111e+006 1.18265e+006 1.31993e+006 1.34064e+006  1.07111e+006 1.1355e+006 1.21696e+006 1.1843e+006  1.07111e+006 1.08836e+006 1.11889e+006 1.04262e+006  1.07111e+006 1.04121e+006 1.0257e+006 914830  1.07111e+006 994066 937397 800190  1.07111e+006 946920 853983 697944  1.07111e+006 899775 775456 607339  1.07111e+006 852629 701816 527622  1.07111e+006 805483 633064 458040  1.07111e+006 758338 569199 397840 
8.19306e+006 1.39626e+006  1.10243e+006 1.36929e+006 1.59881e+006 2.13502e+006  1.10243e+006 1.32117e+006 1.48166e+006 1.93554e+006  1.10243e+006 1.27304e+006 1.36948e+006 1.7528e+006  1.10243e+006 1.22492e+006 1.26226e+006 1.58603e+006  1.10243e+006 1.17679e+006 1.16002e+006 1.43446e+006  1.10243e+006 1.12867e+006 1.06275e+006 1.29733e+006  1.10243e+006 1.08054e+006 970440 1.17386e+006  1.10243e+006 1.03242e+006 883103 1.06331e+006  1.10243e+006 984296 800736 964885  1.10243e+006 936171 723338 877833  1.10243e+006 888047 650908 801386  1.10243e+006 839922 583448 734776 
8.66557e+006 1.48776e+006  1.104e+006 1.2904e+006 1.47642e+006 1.60099e+006  1.104e+006 1.24144e+006 1.3628e+006 1.41567e+006  1.104e+006 1.19248e+006 1.25417e+006 1.24658e+006  1.104e+006 1.14351e+006 1.15055e+006 1.09293e+006  1.104e+006 1.09455e+006 1.05193e+006 953970  1.104e+006 1.04559e+006 958311 828938  1.104e+006 996626 869690 717069  1.104e+006 947663 786070 617599  1.104e+006 898701 707450 529766  1.104e+006 849738 633830 452807  1.104e+006 800775 565211 385960  1.104e+006 751812 501592 328460 
7.42081e+006 1.55561e+006  831942 983385 1.26296e+006 2.07574e+006  831942 947841 1.17727e+006 1.92662e+006  831942 912297 1.09523e+006 1.78966e+006  831942 876753 1.01683e+006 1.66431e+006  831942 841209 942073 1.55001e+006  831942 805665 870955 1.4462e+006  831942 770121 803479 1.35232e+006  831942 734577 739644 1.26781e+006  831942 699032 679451 1.1921e+006  831942 663488 622899 1.12464e+006  831942 627944 569989 1.06488e+006  831942 592400 520719 1.01223e+006 
7.36002e+006 1.49171e+006  888267 1.07061e+006 1.36501e+006 1.6662e+006  888267 1.03203e+006 1.27158e+006 1.50677e+006  888267 993454 1.18212e+006 1.36062e+006  888267 954874 1.09663e+006 1.22714e+006  888267 916294 1.01512e+006 1.10573e+006  888267 877714 937590 995780  888267 839134 864031 896668  888267 800554 794448 807788  888267 761974 728839 728529  888267 723394 667206 658280  888267 684814 609548 596429  888267 646234 555866 542367 
6.609e+006 1.60746e+006  678462 835072 1.08458e+006 1.2505e+006  678462 805705 1.011e+006 1.12332e+006  678462 776337 940519 1.0067e+006  678462 746970 873117 900149  678462 717602 808800 803184  678462 688235 747567 715328  678462 658867 689419 636100  678462 629499 634355 565019  678462 600132 582376 501604  678462 570764 533481 445376  678462 541397 487671 395853  678462 512029 444945 352556 
6.61319e+006 1.5359e+006  796131 954606 1.25118e+006 2.7706e+006  796131 918933 1.16471e+006 2.61611e+006  796131 883260 1.08199e+006 2.47407e+006  796131 847587 1.00302e+006 2.34389e+006  796131 811914 927809 2.22499e+006  796131 776241 856345 2.1168e+006  796131 740568 788632 2.01872e+006  796131 704896 724670 1.93018e+006  796131 669223 664459 1.85059e+006  796131 633550 608000 1.77938e+006  796131 597877 555292 1.71597e+006  796131 562204 506335 1.65977e+006 
6.41975e+006 1.44373e+006  907386 1.14468e+006 1.62317e+006 1.8343e+006  907386 1.10231e+006 1.5201e+006 1.6544e+006  907386 1.05994e+006 1.42147e+006 1.48925e+006  907386 1.01757e+006 1.32729e+006 1.33818e+006  907386 975205 1.23755e+006 1.20048e+006  907386 932835 1.15226e+006 1.07547e+006  907386 890466 1.07141e+006 962475  907386 848097 995015 860795  907386 805727 923063 769746  907386 763358 855557 688641  907386 720988 792497 616793  907386 678619 733883 553515 
6.3495e+006 1.38577e+006  848117 1.03899e+006 1.45731e+006 1.62544e+006  848117 999933 1.36339e+006 1.46359e+006  848117 960874 1.27353e+006 1.3151e+006  848117 921815 1.18773e+006 1.17937e+006  848117 882756 1.106e+006 1.05575e+006  848117 843697 1.02833e+006 943633  848117 804638 954718 842390  848117 765579 885172 751396  848117 726520 819689 670028  848117 687461 758268 597661  848117 648401 700911 533670  848117 609342 647616 477432 
7.73325e+006 1.3561e+006  853005 1.07824e+006 1.54464e+006 1.93886e+006  853005 1.03811e+006 1.44868e+006 1.77103e+006  853005 997976 1.35687e+006 1.6168e+006  853005 957844 1.26922e+006 1.47553e+006  853005 917711 1.18571e+006 1.3466e+006  853005 877579 1.10635e+006 1.22936e+006  853005 837446 1.03115e+006 1.12319e+006  853005 797314 960098 1.02743e+006  853005 757182 893196 941456  853005 717049 830445 864633  853005 676917 771846 796323  853005 636785 717397 735889 
6.44707e+006 1.35485e+006  785479 967636 1.632e+006 2.26748e+006  785479 931076 1.54399e+006 2.10765e+006  785479 894515 1.45976e+006 1.96015e+006  785479 857955 1.37929e+006 1.82443e+006  785479 821394 1.3026e+006 1.69989e+006  785479 784834 1.22968e+006 1.58596e+006  785479 748273 1.16053e+006 1.48207e+006  785479 711713 1.09515e+006 1.38763e+006  785479 675152 1.03354e+006 1.30208e+006  785479 638592 975706 1.22483e+006  785479 602031 921643 1.15531e+006  785479 565471 871351 1.09294e+006 
6.26095e+006 1.29273e+006  810807 1.0248e+006 1.66176e+006 1.97183e+006  810807 986879 1.57086e+006 1.80905e+006  810807 948961 1.48385e+006 1.65902e+006  810807 911043 1.40074e+006 1.52115e+006  810807 873125 1.32153e+006 1.39484e+006  810807 835206 1.24621e+006 1.2795e+006  810807 797288 1.17479e+006 1.17454e+006  810807 759370 1.10726e+006 1.07936e+006  810807 721452 1.04363e+006 993359  810807 683534 983888 915954  810807 645616 928045 846547  810807 607698 876097 784544 
6.17034e+006 1.34319e+006  788394 1.02504e+006 1.51465e+006 1.69512e+006  788394 988348 1.42439e+006 1.53481e+006  788394 951652 1.33797e+006 1.38733e+006  788394 914956 1.25538e+006 1.25211e+006  788394 878260 1.17662e+006 1.12855e+006  788394 841564 1.10168e+006 1.01605e+006  788394 804868 1.03058e+006 914027  788394 768172 963315 821887  788394 731476 899877 739036  788394 694780 840269 664882  788394 658084 784493 598833  788394 621388 732547 540297 
6.63013e+006 1.31685e+006  890768 1.1099e+006 1.74936e+006 1.92582e+006  890768 1.06934e+006 1.65077e+006 1.7505e+006  890768 1.02878e+006 1.55634e+006 1.58902e+006  890768 988217 1.46608e+006 1.44074e+006  890768 947654 1.37999e+006 1.30502e+006  890768 907092 1.29806e+006 1.18122e+006  890768 866529 1.2203e+006 1.0687e+006  890768 825967 1.14671e+006 966833  890768 785405 1.07728e+006 874972  890768 744842 1.01202e+006 792482  890768 704280 950922 718725  890768 663717 893994 653063 
6.16471e+006 1.36093e+006  947021 1.12138e+006 1.42512e+006 2.56264e+006  947021 1.07834e+006 1.32362e+006 2.38653e+006  947021 1.0353e+006 1.22658e+006 2.22499e+006  947021 992267 1.134e+006 2.07734e+006  947021 949230 1.04588e+006 1.94288e+006  947021 906193 962221 1.82093e+006  947021 863156 883027 1.71081e+006  947021 820119 808294 1.61182e+006  947021 777081 738024 1.52328e+006  947021 734044 672216 1.44451e+006  947021 691007 610870 1.37482e+006  947021 647970 553986 1.31352e+006 
7.1918e+006 1.27347e+006  1.13702e+006 1.32625e+006 1.64678e+006 2.23233e+006  1.13702e+006 1.27439e+006 1.52503e+006 2.02801e+006  1.13702e+006 1.22253e+006 1.40868e+006 1.84126e+006  1.13702e+006 1.17067e+006 1.29775e+006 1.67124e+006  1.13702e+006 1.11881e+006 1.19222e+006 1.51711e+006  1.13702e+006 1.06695e+006 1.0921e+006 1.37805e+006  1.13702e+006 1.01509e+006 997397 1.25321e+006  1.13702e+006 963231 908100 1.14178e+006  1.13702e+006 911370 824211 1.0429e+006  1.13702e+006 859510 745732 955761  1.13702e+006 807649 672663 879515  1.13702e+006 755789 605003 813333 
6.89161e+006 1.34038e+006  920128 1.07737e+006 1.45381e+006 2.17691e+006  920128 1.03758e+006 1.35623e+006 2.00673e+006  920128 997776 1.26282e+006 1.85055e+006  920128 957977 1.17358e+006 1.70773e+006  920128 918178 1.0885e+006 1.57762e+006  920128 878379 1.00759e+006 1.45957e+006  920128 838579 930843 1.35294e+006  920128 798780 858260 1.25708e+006  920128 758981 789843 1.17133e+006  920128 719182 725590 1.09506e+006  920128 679383 665503 1.02762e+006  920128 639584 609581 968358 
6.51307e+006 1.44802e+006  1.18261e+006 1.38949e+006 1.62173e+006 2.1753e+006  1.18261e+006 1.33503e+006 1.49565e+006 1.96756e+006  1.18261e+006 1.28057e+006 1.37522e+006 1.778e+006  1.18261e+006 1.22611e+006 1.26045e+006 1.60573e+006  1.18261e+006 1.17165e+006 1.15132e+006 1.4499e+006  1.18261e+006 1.11719e+006 1.04785e+006 1.30964e+006  1.18261e+006 1.06272e+006 950039 1.18408e+006  1.18261e+006 1.00826e+006 857878 1.07236e+006  1.18261e+006 953801 771370 973603  1.18261e+006 899339 690515 886950  1.18261e+006 844878 615314 811533  1.18261e+006 790416 545767 746484 
6.51078e+006 1.47035e+006  1.36392e+006 1.62822e+006 1.94654e+006 2.34784e+006  1.36392e+006 1.56554e+006 1.80121e+006 2.10755e+006  1.36392e+006 1.50286e+006 1.66234e+006 1.88806e+006  1.36392e+006 1.44018e+006 1.52992e+006 1.68837e+006  1.36392e+006 1.3775e+006 1.40394e+006 1.5075e+006  1.36392e+006 1.31482e+006 1.28442e+006 1.34447e+006  1.36392e+006 1.25214e+006 1.17135e+006 1.19829e+006  1.36392e+006 1.18946e+006 1.06472e+006 1.06797e+006  1.36392e+006 1.12678e+006 964543 952541  1.36392e+006 1.0641e+006 870816 851003  1.36392e+006 1.00142e+006 783539 762377  1.36392e+006 938735 702711 685677 
6.47038e+006 1.59993e+006  1.28735e+006 1.56102e+006 1.80727e+006 2.02703e+006  1.28735e+006 1.50262e+006 1.6684e+006 1.79737e+006  1.28735e+006 1.44422e+006 1.53563e+006 1.58774e+006  1.28735e+006 1.38582e+006 1.40896e+006 1.3972e+006  1.28735e+006 1.32742e+006 1.28838e+006 1.2248e+006  1.28735e+006 1.26901e+006 1.17389e+006 1.0696e+006  1.28735e+006 1.21061e+006 1.0655e+006 930660  1.28735e+006 1.15221e+006 963203 807044  1.28735e+006 1.09381e+006 867002 697811  1.28735e+006 1.0354e+006 776896 602018  1.28735e+006 977002 692886 518727  1.28735e+006 918600 614971 446996 
